cluster_id,topic_name,description,keywords,n_items,examples,created_at,last_updated_at
1088,Size Quality Good,"Feedbacks about: ""size, good quality"", ""good size, quality"", ""nice size, purpose"".","size, quality, good, nice, purpose, okay",8651,"Easy to hang. Nice size. Not the prettiest shelf but serves the purpose. || To small for size 12... not good quality || Nice socks, they seem a little larger than the size posted- other than that good quality || These are just okay quality, but difficult to find this size so using them for now. Might be better for lighter weight f || Opens some can nicely, but not all. It depends on the size of the lip of the can--if too thick, it will not work. It is ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
86,Falling Apart,"Feedbacks about: ""falling apart"".","falling, apart",22,"It is already falling apart, I have only had it one month!! || Was falling apart when I received it || It is falling apart and is made cheaply. || Cheap and already falling apart. || Less than 2 months and is falling apart. Would not purchase again.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
117,Just Working Works,"Feedbacks about: ""working just"", ""works just"".","just, working, works",22,Seems to be working just fine! || Seems to be working well but just a tiny bit too tight. || Quit working just after a few months of use. || Working out just fine || It works well just have to put it together,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
109,Little Smaller,"Feedbacks about: ""little smaller"".","little, smaller",22,"Little smaller then I thought but it works for what I needed || It's a little smaller than I expected, but overall it's pretty. || Not so easy to assemble. Not sturdy. Was a little smaller than expected. || A little smaller than expected but I still like it || Used 2 out of 3 and both fell off after cleaning it. Also it fits a little smaller.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1039,Range Effective Test,"Feedbacks about: ""range"", ""range, effective range"", ""range, test"".","range, effective, test, doesn",22,Worked for week. Then quit all together. When it did work it’s range was 5 feet at best || I like it. I wish the range was a little better. || Range is not 1/4 of what is advertised returned || Not getting the range I expected. Worth the price though. || Fits well in range hood.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
718,Unhappy Dissatisfied,"Feedbacks about: ""unhappy"", ""dissatisfied"".","unhappy, dissatisfied",22,"All came broken. Very unhappy about this || Nothing like i had expected unhappy || Not as good as I remember. Very disappointed from how I first saw it. Unhappy. || tried it twice, same both times very unhappy || Nothing like they described- always damaged - very unhappy",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
56,Does Work,"Feedbacks about: ""does work"".","does, work",22,please do NOT buy this!!!! Does NOT WORK!!! || It does Not work !! || Does not work says incompatible || It does not work at all i paid for nothing || Just does not seem to work for me.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1033,Match Exact Set,"Feedbacks about: ""match"", ""exact match"", ""match set"".","match, exact, set, great, claim, description",22,Super cute and they match perfectly || It kicks me out of a match so much times || Not the exact match but works OK || would love to be able to mix an match sets but this will do for now || Claims are overstated but it does a temporary repair. Great color match.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
656,Real Realistic,"Feedbacks about: ""real"", ""realistic"".","real, realistic",22,It help me allot i'm real happy with it. || not as good as the real thing || This is not the real thing! || Just a little large but they are real comfortable but they are real comparable do you suggest I get a 38 || Not even close to real thing,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
746,Swing Great Pic,"Feedbacks about: ""great swing, pic"", ""swing, picture"", ""swivel, swing"".","swing, great, pic, picture, swivel, little",22,"Great looking swing, comfortable, and perfect for pics of that little angel. Unfortunately, hanging on ceiling isn’t eas || The swing is smaller than it appears in the picture... when I picked it, I was choosing according to the picture with th || Swivel failed and completely released the swing, causing injury to my 6 year old daughter when she hit the concrete porc || This little swing looks exactly as it does in the photos and is very sturdy and easy to hang. For some reason my hummers || Great swing. My grandkids loved it. Thanks. 🇺🇸 Thank You for your service.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
178,Button Case,"Feedbacks about: ""button, case"", ""case, button"".","button, case",22,"Buttons are extrememly hard to push in this case but I do believe it will protect the phone if it were dropped. || The button on the case to record broke after a week. Poorly and cheaply made. || none of the side buttons will work with this case. clearly the 7 plus and 8 plus cases are not the same. has an extra ho || The buttons are accessible and easy to use. The case is sturdy and durable. || The buttons are hard to press. The case itself is pretty, but not like its shown in the picture. Didnt even bother putti",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
838,Top Great Tops,"Feedbacks about: ""top"", ""tops"", ""pant, top"".","top, great, tops, pant, good, sense",21,"Both pump tops where broken when delivered. || Nice set but the tops keep coming off || A little small and it tops easily if it’s to full. Would not purchase again. || I’m 5’6, 6 in pants and small or medium in tops with 32C and I got a medium and reordered a large. Not much support at a || Great top! Normally wear XS or small and I ordered a small. I was worried about it, reading all the reviews. But it was ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
540,Distance Review Significant,"Feedbacks about: ""distance"", ""review, distance"", ""significant amout, distance"".","distance, review, significant, amout, unfamiliar, coarse",21,"You get what you pay for. These look fake even at a distance. || most reviews were correct..no way it will shoot the distance listed..need lots of water. but I knew all this before I bo || Had a significant amout misfires, distance is pretty short when it did work, the old version is much better. || I like that on an unfamiliar coarse I can get correct distances. || Picture is blur and dark from any distance. Useless.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
903,Daughter School College,"Feedbacks about: ""daughter, school"", ""daughter, college"", ""collegiate daughter, school"".","daughter, school, college, collegiate",21,"My daughter loved it. She takes it to school everyday. Good quality || My daughter uses these everyday for school. She loves that her drink stays cool all day. || My daughter loves it for school || I didnt read it my daughter had to for school. She liked it. || Bought for my daughter as school back. She liked style and waterproof but after3 weeks, the straps broke and are unrepai",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
46,Waiting,"Feedbacks about: ""waiting"".",waiting,21,"I am patiently waiting for part 2 || never received still waiting || Horrible. I never received anything . Still waiting !! || I never got it! Waiting for 2 months now! || After 1 month of waiting, it finally came in.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
140,Overpriced,"Feedbacks about: ""overpriced"".",overpriced,21,"Everything is wrong, not fun and highly overpriced || Very yum but overpriced || Definitely overpriced. || I dont like how this does not fully collapse. Other than that ok... but overpriced .. || A little overpriced.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
158,Worth Price,"Feedbacks about: ""worth price"".","worth, price",21,"Very small. Not worth the price || Works well but not worth the price || Well made and worth the price. || Cute, but not worth the price they charged! || It's not worth the price nor it's accurate!!",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
87,Just Expected,"Feedbacks about: ""just expected"".","just, expected",21,"Just as expected. A+ || Just what I expected. || Just as expected. Very nice || Cute, just as expected quality good and quick shipping || Just what I expected!",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
49,Better Expected,"Feedbacks about: ""better expected"".","better, expected",21,Wow better than I expected || Works as well or better than expected. || works better than expected || It was actually better than I expected! || Better than I expected!,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
438,Twice Used,"Feedbacks about: ""twice"", ""used twice"".","twice, used",21,"I returned these, they are very heavy, and fell off twice. || had to send it back twice. was broken when delivered || I ordered it twice and neither works. || Never. Received it. Twice I tried so I paid for nothing. Never got it || I never received it, I ordered the same one twice!!!!!",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1037,File Large Document,"Feedbacks about: ""file"", ""files"", ""large, file"".","file, large, document, files, medium, directory",21,"Overall it works. You just have to replug it sometimes. Files are always intact and everything looks great. || It does NOT hold standard sizes files. || I tried to copy large amount of files from an IDE drive. The usb connections got lost from time to time (about 1g file c || Slow, but very reliable. I use it for documents and temporary back up of larger media files. So far so good. || I use this as a way of using a large directory of files that are on my desktop PC on my iPad, it does work for this howe",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1036,Don Size,"Feedbacks about: ""don, size"".","don, size",21,I don't like the sizes. || Don't buy this if you need XL the size is misleading. It's a L nowhere close to XL. || I don't know how to play it yet. And control the size on my screen. || I don't really like the sizes. Don't fit my fingers well. Also come off too easy || I don't like being the size I am but finding underwear that fits and feels comfortable is a consolation. While I find th,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
423,Didn Case,"Feedbacks about: ""didn, case"", ""case, didn"".","didn, case",21,Didn’t really like the case but only a personal preference issue. || The CD was scratched and didn’t play. The case fell apart upon opening package. || I didn't use it long because I found a case I liked better. || Didn’t fit with a case on || I got the case but it didn’t come with the screen protector..,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
472,Did Receive,"Feedbacks about: ""did receive"".","did, receive",21,"I did not receive it. But i was changed for it || I did not receive this when will it arrive || although it appears as delivered, I did not receive it || I did not receive it yet! || Did not receive what I ordered.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
932,Snug Snag Head,"Feedbacks about: ""snug"", ""snag"", ""snug, head"".","snug, snag, head",21,"very comfortable. not tight, yet stays on snug. || Sent them back, too snug. || One side does not fit snug. || Too snug. Needed to get an 11 not 10 || Very cute, but had a snag on the back",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
57,Thinner,"Feedbacks about: ""thinner"".",thinner,21,"Very soft a little thinner than I like. Over all worth the price. || They need to be thinner || Much smaller and thinner than I thought they would be! Looks nice but very small || Much thinner than I expected, no as large either, but it pretty || Returned only because it was thinner than what I was looking for.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
759,Size Woman Female,"Feedbacks about: ""woman size"", ""female size"", ""suitable size, woman"".","size, woman, female, suitable, lady, true",21,"Runs very small. I'm usually an XS or S women's sizes, and the S in this was too small. || Runs small. Does not fit women’s size 12. || It's perfect! I LOVE it! I wish they made female sizes but can't complain about this one. || I ordered these for myself. Suitable size for a woman also. Good quality for the price without paying $200+ for Rayban o || Comfy but a bit big for women, but I was too afraid the ladies size would be too tight.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
966,Tag Different Cover,"Feedbacks about: ""tag"", ""tag, different"", ""item, tag"".","tag, different, cover, inside, letter",21,I like the way they fit but why is the tag so long? || My tag arrived very scratched up :( || Came with no tags and visually obviously a previous return...ugh It is going back || Only 1 tag for $8.00 is pricey and the think about a different way to secure the tag so it can easily removed and attach || This item looks completely different than what I purchased!!!! And it has a tag on it that says 9.95 from shop Disney !!,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
323,Wanted,"Feedbacks about: ""wanted"".",wanted,21,"Not as good as I wanted. || It was not what I wanted, I had to return it. || This is not what I thought it would be or wanted. Disappointed || Works for what I wanted. || it's all I ever wanted!",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
970,Keurig Nicely Duvet,"Feedbacks about: ""keurig"", ""nicely"", ""lid, keurig"".","keurig, nicely, duvet, lid, nice, pod",21,this was not sturdy enough to keep the keurig on || Did not work with my Keurig as published! || I have enjoyed my Keurig. It is easy to operate. || Nicely insulated but small || They hold up rather nicely,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
860,Great Idea,"Feedbacks about: ""great idea, product"".","great, idea",21,The product came in a closed package well wrapped. I have one of these on bedroom tv (Hisense) and it works perfect. My  || I love this product. It makes charging my Apple Watch simple and convenient. It is well balanced and does not tip easily || It’s a great idea but the product is not great. || It is a great idea for this product it worked for the first week and I got a replacement and the replacement is starting || Sounded like a great idea and product. Excited to have my assistant coaches over for a whiskey and serve them with baseb,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
645,Shock Watch Feature,"Feedbacks about: ""watch, shock"", ""shock feature"", ""shock, direction"".","shock, watch, feature, direction, button, vehicle",21,"shock feature does not work. not as advertised || I like it. Very nice looking. Cheaper than a G-Shock. The only thing is the directions for watch are for a basic watch,  || The shocks work great. All i do is press the button to open the glass window and the shocks do the rest. The window open || These shocks rode okay for about a month then they tossed us around the vehicle on every back road we took. They did the || Really impressed with this shock collar. I love that you can control the intensity of the shock and vibration. I also lo",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
676,Great Picture Image,"Feedbacks about: ""great product, picture"", ""great picture, great product"", ""great product, image"".","great, picture, image",21,"The picture is a little hard to get focused. It only focuses in the center of the screen. Otherwise a great product. Sti || These are so adorable! They arrived packaged well and look just like the picture. I find they glow very well and they're || It's a great product exactly as it's shown in the picture and description. Would definitely recommend this product || Looks like in the picture. It protects my laptop very well. Keep in mind that you won’t be able to use the tablet mode.  || Great product, but be aware that these are not yellow as they appear in the image. They are orange. I only noticed that ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1016,Self Case Oneself,"Feedbacks about: ""self"", ""case, self"", ""oneself"".","self, case, oneself, different",21,"A little small. If you are eating by our self this is great. || The selves are great and so is the price. Thank you || it turns at random by it's self || after 3 weeks it started to unwind it self || I wish I could return it, alas, it seems I've left it too late. VERY EXPENSIVE and cumbersome to use on oneself. If anyo",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
61,Came,"Feedbacks about: ""came"".",came,21,"Never came DO noT buy || I ordered 6 of these - three came shattered, three came fine. || Came broken. We glued it together but it would've been nice if it came as pictured. || It never even came 🤦‍♀️ || Came very quickly but I am so disaapointed because they came all melted together :(",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
26,Working Month,"Feedbacks about: ""working month"".","working, month",21,Was great..but stopped working within one month || It stopped working after about a month of use. Very disappointed as it came highly recommended. || Stopped working after a month. || Stop working in a month || Stopped working after 1 month,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
10,Book Didn,"Feedbacks about: ""book, didn"".","book, didn",20,"This book just didn't do it for me, not only was it short, but the characters just didn't seem to be a good match. Like, || This book is alright. I didn’t find it life changing, but perhaps it will for you. Perhaps the best part of the book is  || Cant say it was great but it was free this book and didn’t have a lot of details. not a long read either. || While I still LOVED this book, it didn’t feel complete. Like it was just a filler between the last book and the next. Di || The book itself is great, but I didn’t receive the book I ordered. I received a different edition of the book than what ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
837,Ladder Great Big,"Feedbacks about: ""ladder"", ""big hook, large ladder"", ""great ladder, ladder"".","ladder, great, big, hook, large, hole",20,My ladder and I thank you. || I use the big hooks for a large ladder and the small ones for a smaller one. They seem to work great. || Pleasantly surprised how good this ladder is. It's the perfect size for around the house or for our travel trailer which || The ladder had holes on the outside part don't hold water. We had to tape it with duct tape. || It may be a great ladder but the description is very misleading. I was looking for a ladder which is removable by simply,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
661,Xxl,"Feedbacks about: ""xxl"".",xxl,20,"I got an XXL fits really small and see through. || There was padding inside that seemed oddly small considering it was an XXL. It looked funny on because of this. || I ordered a xxl and it fit more like a l.... || these are tagged as XXL, but they are smaller than the XL I normally wear. they are being returned || Runs small. They need an xxl",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
697,Ram 2014 Work,"Feedbacks about: ""ram"", ""2014 ram work"", ""2009 ram, item"".","ram, 2014, work, 2009, good, price",20,"Installed on 2014 Ram. Works great!. Easy to install. || ABSOLUTLY Love this. Fits perfect on 2009 Ram. Good strong construction ,easy snap on and off. This item is well worth e || The ram works exactly how it is supposed to thank you very much good price and good product || Does not fit 2018 ram 2500 || Ez to install. They look great on my ram and they are as advertised.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
833,Stress Tension Dice,"Feedbacks about: ""stress, dice"", ""issue, stress"", ""tension"".","stress, tension, dice, issue, side, great",20,After a lot of stress and wait I did receive the dice. Very well made and my Son is playing D&D and loves the dice || I have had issues with stress and anxiety from my cat. We thought we corrected the issue and learned we had not. To atte || Does not hold a lot of tension || One of the sides bent within a few days with no stress other than opening and closing. And then a well later one of the  || Great with a ton of lube otherwise inserting is difficult for men. But great stress reliever for both couple and solo ad,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
870,Convenient Convenience,"Feedbacks about: ""convenient"", ""convenience"".","convenient, convenience",20,"Just washers, nothing special, but too expensive. You are just paying for convenience here! || Runs big definitely downsize and not as convenient as it looks || Very convenient when on the go || Very convenient and seem to be durable. || I like it.. Very convenient",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
444,Headline,"Feedbacks about: ""headline"".",headline,20,"Please read the headline. || What I said in my headline covers it all. || Headline says it all || The headline said it all. || See my headline, enough said",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
417,Book Star,"Feedbacks about: ""book, star"".","book, star",20,"Not as good as most of other MA books, but I did enjoy it. I've read almost all of MA books and loved most to 4 or 5 sta || This book was more like a 3.5 star. Overall, I enjoyed the book but some of the descriptions were lacking. I had trouble || I loved the book I can give a five stars. It was impossible to put it down. I loved the innocence of the boy, the values || This book is well written, and I was going to give it 4 stars, until the end. Seriously!?!? I can't stand it when a book || The book was bad two stars was generous the spelling was awful. Not very interesting at all something maybe teenagers mi",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
461,State States World,"Feedbacks about: ""state"", ""states"", ""state, item"".","state, states, world",20,"It’s good to have to learn States. || Ad states TWO. I only received one!!! || Not quite as easy to clean as they state but, it works good. Very sturdy || They arrived promptly which was good however we were unable to light the. Perhaps it was too cold outside. Also I was un || Smaller than it states",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
920,Tumbler Picture Thank,"Feedbacks about: ""tumbler"", ""tumbler, picture"", ""tumbler, thank"".","tumbler, picture, thank, rtic, simple, handle",20,it didnt fit my tumbler || It stopped working after 2 tumblers || I really like how powerful and quiet this tumbler is! || I absolutely love this tumbler! The picture doesn't do this design justice. The best part ... it fits under my single se || This tumbler keeps my hot tea warm long enough before I can I finish thanks to the double wall design. The metal straw a,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
752,Doesn Stick,"Feedbacks about: ""doesn stick"".","doesn, stick",20,"The tape doesn't stick very well || Doesn't stick very well. || Doesn’t stick well - keep coming off || Doesn't stick at all, and very shallow, but worked || It doesn't stick very well.🤔",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
818,Residue Stain Well,"Feedbacks about: ""residue"", ""residue, stain"", ""residue, well product"".","residue, stain, well, cover, white, dirty",20,Too sticky and leaves a residue || Left a residue and stain on my wood table. I thought maybe it was just that area from constant wiping from the little on || Left a lot of residue. Not the best hold..not the worst. Wish I could return. Found a better product from different comp || Not exactly what was advertised or what I expected. Still allowed burned up residue underneath the covers. The covers al || Leaves white residue.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
355,Enjoy Enjoyed,"Feedbacks about: ""enjoy"", ""enjoyed"".","enjoy, enjoyed",20,"Not quite as bright as I'd like but I do enjoy them || Very well writen, Enjoy it allot || Been up all night can't put it down! Will read the next one soon! Hope to enjoy it even more. || Works very well enjoy using it || Liked. Enjoyed wearing it.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
421,Complaint,"Feedbacks about: ""product, complaint"".",complaint,20,"I hate reviewing this product because my complaint has nothing to do with the product itself. When I received my box, ap || Have owned this for 2 years, still happy with product. Only complaint is a small one - it was a little difficult to prog || I have used this product for years! I have no complaints about it! It is a quality product 👍 || This product is exactly as described. The only complaint I have is the wire to plug it up is sort of short & the light b || Product as described and I was happy with the product. My only complaint is that 2 of the lights didn’t work. I would st",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
523,Hour Didn Don,"Feedbacks about: ""didn, hour"", ""don, hour"", ""hour, didn"".","hour, didn, don",20,Didn’t even make a whole 4 hours at work in this uncomfortable nightmare of a costume. It looked cheap and felt like san || Very cheap and flimsy. It didn’t last for an hour || They just stopped working. I hardly ever used them. I bet they didn’t get an hour of life || These are not good at all! They don't adhere well and start falling off after an hour of wearing them || Don’t waste your time if you don’t want to spend hours assembling. None of the pieces where marked. The instructions whe,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
893,Favorite Don Child,"Feedbacks about: ""favorite"", ""favorite, don"", ""don, favorite"".","favorite, don, child",20,"kinda loose fitting, he likes them but they aren't his favorites || Not my favorite. The others were great. This one... not so much. || These are my favorite || They are ok.. not my favorite || My favorite. Great for travelling.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
896,Weak,"Feedbacks about: ""weak"".",weak,20,"Weak coffee. This was not what I was hoping for. || A little weak but work if you slather it on || Is what it is, kinda weak. || Very weak, not smooth at all || Cheap and weak. Comes off easy and can’t get to restick.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
991,Indicated Listed Note,"Feedbacks about: ""indicated"", ""listed"", ""note"".","indicated, listed, note, noted",20,"Everything was as noted and arrived fast!!! || Both showed up clear! It is not white as listed! || Fits smaller than listed so....can't return...stuck with it || So simple to use, just plug and play. I use it for my note 9 and it works great. || No good for note 8. Won't hold for long.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
762,High Higher Rise,"Feedbacks about: ""high"", ""higher"", ""high rise"".","high, higher, rise, pro",20,"To high, make it not comfortable. || They fit but they were to high. || Just too high for me. || I wish it could go higher. || It was as described,perhaps a little higher than expected.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
312,Seal,"Feedbacks about: ""seal"".",seal,20,"very easy to install, seals great || Does not seal, DO NOT BUY THIS || The top seals are not puffed, makes me think they are not as fresh as they could have been. || The seal is not great, but it works || 1 is leaking, the seal is ready bad",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
983,Trick Stuff Issue,"Feedbacks about: ""trick"", ""stuff, trick"", ""trick, issue"".","trick, stuff, issue",20,"Needed something simple and decorative, and this did the trick 👍🏼 || Did the trick. Took 4-5 days. || This is just fine and does the trick || It’s a little too big but still does the trick || Seems to be doing the trick for my 80lb GSD. =)",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
205,Excellent,"Feedbacks about: ""excellent"".",excellent,20,"Very easy to use, excellent || Excellent in every way. || Excellent one that is ok || excellent and dependable || excellent for what we wanted",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
160,Order Didn,"Feedbacks about: ""order, didn"".","order, didn",20,"Not very impressed, my order came in and it didn’t have any of the chips it showed on the pic and that’s what I wanted.  || I am a 40 DD and order a 42DD and still didn't fit way too sml. Was so disappointed || I placed and order and paid to get it next day but they didn’t send it until a few days later, I contact them and they t || My order didn't come || Very bad product. I have order 1 of this last year. It last only a few month. I didn't return it because due to return p",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
800,Didn Flavor,"Feedbacks about: ""didn, flavor"", ""flavor, didn"".","didn, flavor",20,"I didn't like the flavor and the salmon bits were like leather. || imo i didn't like the flavor to much || Didn’t enjoy the flavor - bit too strong for hot beverages. Worked best as an iced beverage. || It didn't really impart all that much flavor, I'm going back to the Starbucks brand. || I was hoping for something that would be easy to take to work and heat up on the go, but this just didn't really cut it.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
79,Just Looking,"Feedbacks about: ""just looking"".","just, looking",20,They work great. Just what I was looking for! I would order again if I need more. || Just what I was looking for and fits my 19x perfectly || Fits great. Just what I was looking for. || Was expecting them to be thicker. They were soft but just not what I was looking for. I kept them & will wear them. || These are just what I was looking for.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
108,Did Work,"Feedbacks about: ""did work"".","did, work",20,Did not work at all. || Did not work for us. || Did not work well for long! Would not buy again! || One out of the did not work. || Did not work after 3month,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
72,Long Took Takes,"Feedbacks about: ""took long"", ""takes long"", ""took forever"".","long, took, takes, forever",20,"First of all it wasn’t packaged right, second it was charged like it said it would be, third it took long to charge. || They took so long to come I forgot I ordered them. They are cute n functional || It took to long to to get to me || Took to long to arrive || takes too long to read",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
83,Send Sent,"Feedbacks about: ""send"", ""sent"".","send, sent",20,"Had to send this back as it was completely see-through. || I may have to send it back. || Had to send it back.to small. || I never recived what i ordered , i had to send it back . || I ordered and was billed for 2 of these but only received 1. Please send the second one.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
110,Great Easy,"Feedbacks about: ""great easy"".","great, easy",20,WORKS GREAT! LOOKS GREAT AND EASY TO PUT TOGETHER || Worked great and very easy to install. || Look great and easy to install but stems seemed to be a little to long. || Look great. Easy to install || Works great. Easy to use,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1010,Lady Woman Part,"Feedbacks about: ""lady"", ""woman"", ""lady part"".","lady, woman, part, description, problem",20,"Looks great on my lady. Glad I got it. || It's cute and lady like || I bought this to spice things up. It worked once and stopped. Try something else ladies. || States this is women’s 5 to 10. I’m a 10 and they come up more than 2 inches short! || Its not a mens sock, when we received it said woman socks",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
215,Law Son Father,"Feedbacks about: ""son, law"", ""father, law"".","law, son, father",20,"Again, son in law beginning nursing school in January..product exactly as ordered. || Way too big! Much bigger than expected. Had to buy my son in law a different one because this was way to big for bringin || Got this for my son in law, an experienced player in the past. He really enjoys it. Said the sound quality was above wha || Gave this to my son-in-law for his birthday-no complaints from him-he was very pleased! || I bought this for my son in laws 40th Birthday. I am disappointed with it. Sorry. The glass is very thin, but was wrappe",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
244,Husband,"Feedbacks about: ""husband, product"".",husband,20,"My husband wanted this product for himself. He's 6'3"" and a bit over 300lbs. Finding the right size anything for him is  || Me and the husband have been using this product for over a year now. Found it to be tasteless, odorless and easy to diss || Me and my husband love this product and usually my mom sends it to us from Europe, but since my husband is running low I || Husband uses this product for frequent urination problems which is very helpful to him with night visits to bathroom and || My husband was very pleased with this product.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
256,Works Advertised,"Feedbacks about: ""works advertised"".","works, advertised",20,"Easy to put up and works as advertised || Works as advertised, easy on and off. || works as advertised, came 3 days earlier than expected. || Works as advertised! || Works as advertised.",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
75,Just Wanted,"Feedbacks about: ""just wanted"".","just, wanted",20,These are very well made and strong just what i wanted. || Just what we wanted. || Just what I wanted and works good || These are just what I wanted! || Just what I wanted and very well made.,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
1012,Poor Control Quality,"Feedbacks about: ""poor control, poor quality control"", ""lack, quality control"", ""poor quality, poor quality control"".","poor, control, quality, lack",19,"I counted these and there were only 72 of these. Poor quality control if they can’t count correctly! || One fits, the other falls off. Poor quality control in the sizing and construction. Soles are hard rubber and sound like || Poor quality control. Half of the cables won't charge my devices because the USB-C port tip is too short to plug into my || Poor quality control. 4 out of 12 were bent and difficult to use with metal grommets. Otherwise, I like them. || Poor quality control from the factory. Ordered three lights and two of the three lights had quality issues from the fact",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
282,Reason,"Feedbacks about: ""product, reason"".",reason,19,"This product was as described. The only reason I returned is it seems to be cheaply made by Vera Bradley. The seller was || I bought this for product for two reasons; 1) Because the reviews and description said it was good for oily skin, as I h || I have used this product for years and it's very good. The reason why I didn't give 5 stars is because the pump is broke || I'm satisfied with your product but one reason I cannot give it a 5 star because everytime I use it the hard part of the || This product is as advertised! It does what it says it’s supposed to do. The reason, I didn’t give it a five star rating",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
805,Good Condition,"Feedbacks about: ""item, good condition"".","good, condition",19,"the item arrived in a good condition and everything but it stoped working in a month, and i just used it on my nintendo  || Items came in very good condition; the large leaf petals are softer and thinner than expected but is great as a table de || I received this item in good condition and had our logo embroidered on the left chest however it has already split at th || The item was delivered in good condition but when used on two different USB ports on my Samsung flat screen tv to power  || This item was purchased and used and stated as in ""good condition"" I will say fair. It has some scratches on it and big ",2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
968,Looks Really Look,"Feedbacks about: ""looks really"", ""look, style"".","looks, really, look, style",19,It looks really nice || besides that it looks really good || Looks really high end! || Easy to assemble and looks really nice. || I love the look and style. The sound quality would be great if you didn’t have to hold the ear pieces in the ears. It do,2026-03-06T13:20:05.225428,2026-03-06T13:20:05.225428
